"DATE_NAME","GEOGRAPHY_NAME","GEOGRAPHY_CODE","GENDER_NAME","AGE_NAME","MEASURE_NAME","MEASURES_NAME","OBS_VALUE","OBS_STATUS_NAME"
"December 2017","Hartlepool 010C","E01011989","Total","All categories: Age 16+","Claimant count","Value",85,"Normal Value"
"December 2017","Hartlepool 010D","E01011990","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Hartlepool 002C","E01011991","Total","All categories: Age 16+","Claimant count","Value",55,"Normal Value"
"December 2017","Hartlepool 002D","E01011992","Total","All categories: Age 16+","Claimant count","Value",110,"Normal Value"
"December 2017","Hartlepool 002E","E01011993","Total","All categories: Age 16+","Claimant count","Value",110,"Normal Value"
"December 2017","Hartlepool 002F","E01011994","Total","All categories: Age 16+","Claimant count","Value",115,"Normal Value"
"December 2017","Hartlepool 011A","E01011995","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Hartlepool 011B","E01011996","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Hartlepool 011C","E01011997","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Hartlepool 011D","E01011998","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Hartlepool 007D","E01011999","Total","All categories: Age 16+","Claimant count","Value",170,"Normal Value"
"December 2017","Hartlepool 007E","E01012000","Total","All categories: Age 16+","Claimant count","Value",130,"Normal Value"
"December 2017","Hartlepool 008D","E01012001","Total","All categories: Age 16+","Claimant count","Value",145,"Normal Value"
"December 2017","Hartlepool 006D","E01012002","Total","All categories: Age 16+","Claimant count","Value",60,"Normal Value"
"December 2017","Hartlepool 014F","E01012003","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Hartlepool 014G","E01012005","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Middlesbrough 012A","E01012007","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Middlesbrough 012B","E01012008","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Middlesbrough 012C","E01012009","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Middlesbrough 012D","E01012010","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Middlesbrough 008A","E01012011","Total","All categories: Age 16+","Claimant count","Value",60,"Normal Value"
"December 2017","Middlesbrough 008B","E01012012","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Middlesbrough 008C","E01012013","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Middlesbrough 008D","E01012014","Total","All categories: Age 16+","Claimant count","Value",50,"Normal Value"
"December 2017","Middlesbrough 007A","E01012015","Total","All categories: Age 16+","Claimant count","Value",55,"Normal Value"
"December 2017","Middlesbrough 007B","E01012016","Total","All categories: Age 16+","Claimant count","Value",95,"Normal Value"
"December 2017","Middlesbrough 007C","E01012017","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Middlesbrough 011A","E01012018","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Middlesbrough 011B","E01012019","Total","All categories: Age 16+","Claimant count","Value",60,"Normal Value"
"December 2017","Middlesbrough 011C","E01012020","Total","All categories: Age 16+","Claimant count","Value",50,"Normal Value"
"December 2017","Middlesbrough 011D","E01012021","Total","All categories: Age 16+","Claimant count","Value",50,"Normal Value"
"December 2017","Middlesbrough 015A","E01012022","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Middlesbrough 015B","E01012023","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Middlesbrough 015C","E01012024","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Middlesbrough 015D","E01012025","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Middlesbrough 006A","E01012026","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Middlesbrough 006B","E01012027","Total","All categories: Age 16+","Claimant count","Value",80,"Normal Value"
"December 2017","Middlesbrough 019A","E01012030","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Middlesbrough 019B","E01012031","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Middlesbrough 019C","E01012032","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Middlesbrough 019D","E01012033","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Middlesbrough 019E","E01012034","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Middlesbrough 019F","E01012035","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Middlesbrough 003A","E01012036","Total","All categories: Age 16+","Claimant count","Value",120,"Normal Value"
"December 2017","Middlesbrough 003B","E01012037","Total","All categories: Age 16+","Claimant count","Value",110,"Normal Value"
"December 2017","Middlesbrough 003C","E01012038","Total","All categories: Age 16+","Claimant count","Value",75,"Normal Value"
"December 2017","Middlesbrough 003D","E01012039","Total","All categories: Age 16+","Claimant count","Value",95,"Normal Value"
"December 2017","Middlesbrough 003E","E01012040","Total","All categories: Age 16+","Claimant count","Value",80,"Normal Value"
"December 2017","Middlesbrough 003F","E01012041","Total","All categories: Age 16+","Claimant count","Value",70,"Normal Value"
"December 2017","Middlesbrough 018A","E01012042","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Middlesbrough 018B","E01012043","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Middlesbrough 018C","E01012044","Total","All categories: Age 16+","Claimant count","Value",65,"Normal Value"
"December 2017","Middlesbrough 018D","E01012045","Total","All categories: Age 16+","Claimant count","Value",50,"Normal Value"
"December 2017","Middlesbrough 013A","E01012046","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Middlesbrough 013B","E01012047","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Middlesbrough 013C","E01012048","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Middlesbrough 014A","E01012049","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Middlesbrough 014B","E01012050","Total","All categories: Age 16+","Claimant count","Value",50,"Normal Value"
"December 2017","Middlesbrough 014C","E01012051","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Middlesbrough 014D","E01012052","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Middlesbrough 009A","E01012053","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Middlesbrough 009B","E01012054","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Middlesbrough 009C","E01012055","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Middlesbrough 009D","E01012056","Total","All categories: Age 16+","Claimant count","Value",55,"Normal Value"
"December 2017","Middlesbrough 009E","E01012057","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Middlesbrough 002A","E01012058","Total","All categories: Age 16+","Claimant count","Value",125,"Normal Value"
"December 2017","Middlesbrough 002B","E01012059","Total","All categories: Age 16+","Claimant count","Value",115,"Normal Value"
"December 2017","Middlesbrough 002C","E01012060","Total","All categories: Age 16+","Claimant count","Value",70,"Normal Value"
"December 2017","Middlesbrough 002D","E01012061","Total","All categories: Age 16+","Claimant count","Value",60,"Normal Value"
"December 2017","Middlesbrough 020A","E01012062","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Middlesbrough 020B","E01012063","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Middlesbrough 020C","E01012064","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Middlesbrough 017A","E01012065","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Middlesbrough 017B","E01012066","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Middlesbrough 017C","E01012067","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Middlesbrough 001A","E01012068","Total","All categories: Age 16+","Claimant count","Value",75,"Normal Value"
"December 2017","Middlesbrough 020D","E01012071","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Middlesbrough 020E","E01012073","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Middlesbrough 004A","E01012074","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Middlesbrough 004B","E01012075","Total","All categories: Age 16+","Claimant count","Value",65,"Normal Value"
"December 2017","Middlesbrough 004C","E01012076","Total","All categories: Age 16+","Claimant count","Value",75,"Normal Value"
"December 2017","Middlesbrough 004D","E01012077","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Middlesbrough 005A","E01012078","Total","All categories: Age 16+","Claimant count","Value",70,"Normal Value"
"December 2017","Middlesbrough 005B","E01012079","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Middlesbrough 005C","E01012080","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Middlesbrough 005D","E01012081","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Middlesbrough 010A","E01012082","Total","All categories: Age 16+","Claimant count","Value",70,"Normal Value"
"December 2017","Middlesbrough 010B","E01012083","Total","All categories: Age 16+","Claimant count","Value",60,"Normal Value"
"December 2017","Middlesbrough 010C","E01012084","Total","All categories: Age 16+","Claimant count","Value",85,"Normal Value"
"December 2017","Middlesbrough 010D","E01012085","Total","All categories: Age 16+","Claimant count","Value",50,"Normal Value"
"December 2017","Middlesbrough 004E","E01012088","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Middlesbrough 007D","E01012089","Total","All categories: Age 16+","Claimant count","Value",55,"Normal Value"
"December 2017","Middlesbrough 007E","E01012090","Total","All categories: Age 16+","Claimant count","Value",110,"Normal Value"
"December 2017","Middlesbrough 007F","E01012091","Total","All categories: Age 16+","Claimant count","Value",70,"Normal Value"
"December 2017","Middlesbrough 001D","E01012092","Total","All categories: Age 16+","Claimant count","Value",90,"Normal Value"
"December 2017","Middlesbrough 001E","E01012093","Total","All categories: Age 16+","Claimant count","Value",80,"Normal Value"
"December 2017","Middlesbrough 001F","E01012094","Total","All categories: Age 16+","Claimant count","Value",105,"Normal Value"
"December 2017","Redcar and Cleveland 010A","E01012095","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Redcar and Cleveland 013A","E01012096","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Redcar and Cleveland 010B","E01012097","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Redcar and Cleveland 010C","E01012098","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Redcar and Cleveland 010D","E01012099","Total","All categories: Age 16+","Claimant count","Value",65,"Normal Value"
"December 2017","Redcar and Cleveland 001A","E01012100","Total","All categories: Age 16+","Claimant count","Value",130,"Normal Value"
"December 2017","Redcar and Cleveland 001B","E01012101","Total","All categories: Age 16+","Claimant count","Value",50,"Normal Value"
"December 2017","Redcar and Cleveland 001C","E01012102","Total","All categories: Age 16+","Claimant count","Value",90,"Normal Value"
"December 2017","Redcar and Cleveland 002A","E01012105","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Redcar and Cleveland 003C","E01012106","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Redcar and Cleveland 003D","E01012107","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Redcar and Cleveland 011A","E01012108","Total","All categories: Age 16+","Claimant count","Value",50,"Normal Value"
"December 2017","Redcar and Cleveland 011B","E01012109","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Redcar and Cleveland 011C","E01012110","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Redcar and Cleveland 011D","E01012111","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Redcar and Cleveland 015A","E01012112","Total","All categories: Age 16+","Claimant count","Value",100,"Normal Value"
"December 2017","Redcar and Cleveland 009A","E01012113","Total","All categories: Age 16+","Claimant count","Value",60,"Normal Value"
"December 2017","Redcar and Cleveland 009B","E01012114","Total","All categories: Age 16+","Claimant count","Value",110,"Normal Value"
"December 2017","Redcar and Cleveland 018A","E01012117","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Redcar and Cleveland 018B","E01012118","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Redcar and Cleveland 018C","E01012119","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Redcar and Cleveland 020A","E01012120","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Redcar and Cleveland 018D","E01012121","Total","All categories: Age 16+","Claimant count","Value",55,"Normal Value"
"December 2017","Redcar and Cleveland 020B","E01012124","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Redcar and Cleveland 005A","E01012127","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Redcar and Cleveland 005B","E01012128","Total","All categories: Age 16+","Claimant count","Value",60,"Normal Value"
"December 2017","Redcar and Cleveland 005C","E01012129","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Redcar and Cleveland 005D","E01012130","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Redcar and Cleveland 005E","E01012131","Total","All categories: Age 16+","Claimant count","Value",55,"Normal Value"
"December 2017","Redcar and Cleveland 016A","E01012132","Total","All categories: Age 16+","Claimant count","Value",55,"Normal Value"
"December 2017","Redcar and Cleveland 016B","E01012134","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Redcar and Cleveland 013D","E01012136","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Redcar and Cleveland 016C","E01012137","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Redcar and Cleveland 006A","E01012138","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Redcar and Cleveland 006B","E01012139","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Redcar and Cleveland 006C","E01012140","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Redcar and Cleveland 006D","E01012141","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Redcar and Cleveland 002B","E01012142","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Redcar and Cleveland 002C","E01012143","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Redcar and Cleveland 002D","E01012144","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Redcar and Cleveland 015B","E01012145","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Redcar and Cleveland 022A","E01012146","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Redcar and Cleveland 015C","E01012147","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Redcar and Cleveland 021A","E01012148","Total","All categories: Age 16+","Claimant count","Value",70,"Normal Value"
"December 2017","Redcar and Cleveland 015D","E01012149","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Redcar and Cleveland 021B","E01012150","Total","All categories: Age 16+","Claimant count","Value",60,"Normal Value"
"December 2017","Redcar and Cleveland 021C","E01012151","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Redcar and Cleveland 021D","E01012152","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Redcar and Cleveland 006E","E01012154","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Redcar and Cleveland 006F","E01012155","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Redcar and Cleveland 006G","E01012156","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Redcar and Cleveland 006H","E01012157","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Redcar and Cleveland 007A","E01012158","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Redcar and Cleveland 007B","E01012159","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Redcar and Cleveland 007C","E01012160","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Redcar and Cleveland 007D","E01012161","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Redcar and Cleveland 012A","E01012162","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Redcar and Cleveland 012B","E01012163","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Redcar and Cleveland 012C","E01012164","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Redcar and Cleveland 012D","E01012165","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Redcar and Cleveland 022B","E01012167","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Redcar and Cleveland 022C","E01012168","Total","All categories: Age 16+","Claimant count","Value",65,"Normal Value"
"December 2017","Redcar and Cleveland 022D","E01012170","Total","All categories: Age 16+","Claimant count","Value",75,"Normal Value"
"December 2017","Redcar and Cleveland 011E","E01012171","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Redcar and Cleveland 011F","E01012172","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Redcar and Cleveland 022E","E01012173","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Redcar and Cleveland 022F","E01012174","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Redcar and Cleveland 009E","E01012175","Total","All categories: Age 16+","Claimant count","Value",80,"Normal Value"
"December 2017","Redcar and Cleveland 004A","E01012176","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Redcar and Cleveland 004B","E01012177","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Redcar and Cleveland 004C","E01012178","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Redcar and Cleveland 004D","E01012179","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Redcar and Cleveland 004E","E01012180","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Redcar and Cleveland 016D","E01012181","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Redcar and Cleveland 020C","E01012182","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Redcar and Cleveland 020D","E01012183","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Redcar and Cleveland 001D","E01012184","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Redcar and Cleveland 004F","E01012185","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Redcar and Cleveland 004G","E01012186","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Stockton-on-Tees 011A","E01012187","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Stockton-on-Tees 011B","E01012188","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Stockton-on-Tees 011C","E01012189","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Stockton-on-Tees 015A","E01012190","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Stockton-on-Tees 015B","E01012191","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Stockton-on-Tees 007A","E01012192","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Stockton-on-Tees 007B","E01012193","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Stockton-on-Tees 010A","E01012194","Total","All categories: Age 16+","Claimant count","Value",50,"Normal Value"
"December 2017","Stockton-on-Tees 010B","E01012195","Total","All categories: Age 16+","Claimant count","Value",80,"Normal Value"
"December 2017","Stockton-on-Tees 003A","E01012196","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Stockton-on-Tees 002A","E01012197","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Stockton-on-Tees 003B","E01012198","Total","All categories: Age 16+","Claimant count","Value",60,"Normal Value"
"December 2017","Stockton-on-Tees 021A","E01012199","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Stockton-on-Tees 021B","E01012200","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Stockton-on-Tees 021C","E01012201","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Stockton-on-Tees 021D","E01012202","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Stockton-on-Tees 021E","E01012203","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Stockton-on-Tees 013A","E01012204","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Stockton-on-Tees 011D","E01012205","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Stockton-on-Tees 013B","E01012206","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Stockton-on-Tees 013C","E01012207","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Stockton-on-Tees 013D","E01012208","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Stockton-on-Tees 016A","E01012209","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Stockton-on-Tees 006A","E01012210","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Stockton-on-Tees 006B","E01012211","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Stockton-on-Tees 006C","E01012212","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Stockton-on-Tees 006D","E01012213","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Stockton-on-Tees 003C","E01012214","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Stockton-on-Tees 003D","E01012215","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Stockton-on-Tees 003E","E01012216","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Stockton-on-Tees 016B","E01012217","Total","All categories: Age 16+","Claimant count","Value",110,"Normal Value"
"December 2017","Stockton-on-Tees 016C","E01012218","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Stockton-on-Tees 012A","E01012219","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Stockton-on-Tees 016D","E01012223","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Stockton-on-Tees 015C","E01012224","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Stockton-on-Tees 015D","E01012225","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Stockton-on-Tees 015E","E01012226","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Stockton-on-Tees 023A","E01012227","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Stockton-on-Tees 022A","E01012228","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Stockton-on-Tees 022B","E01012230","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Stockton-on-Tees 023C","E01012231","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Stockton-on-Tees 023D","E01012232","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Stockton-on-Tees 022C","E01012233","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Stockton-on-Tees 023E","E01012234","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Stockton-on-Tees 024A","E01012235","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Stockton-on-Tees 022D","E01012236","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Stockton-on-Tees 022E","E01012237","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Stockton-on-Tees 018A","E01012238","Total","All categories: Age 16+","Claimant count","Value",55,"Normal Value"
"December 2017","Stockton-on-Tees 018B","E01012239","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Stockton-on-Tees 018C","E01012240","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Stockton-on-Tees 018D","E01012241","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Stockton-on-Tees 001A","E01012242","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Stockton-on-Tees 001B","E01012243","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Stockton-on-Tees 001C","E01012244","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Stockton-on-Tees 003F","E01012245","Total","All categories: Age 16+","Claimant count","Value",65,"Normal Value"
"December 2017","Stockton-on-Tees 001D","E01012246","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Stockton-on-Tees 008A","E01012247","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Stockton-on-Tees 009D","E01012248","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Stockton-on-Tees 008B","E01012249","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Stockton-on-Tees 009E","E01012250","Total","All categories: Age 16+","Claimant count","Value",50,"Normal Value"
"December 2017","Stockton-on-Tees 012B","E01012251","Total","All categories: Age 16+","Claimant count","Value",55,"Normal Value"
"December 2017","Stockton-on-Tees 012C","E01012252","Total","All categories: Age 16+","Claimant count","Value",100,"Normal Value"
"December 2017","Stockton-on-Tees 012D","E01012253","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Stockton-on-Tees 012E","E01012254","Total","All categories: Age 16+","Claimant count","Value",135,"Normal Value"
"December 2017","Stockton-on-Tees 005A","E01012255","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Stockton-on-Tees 002B","E01012256","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Stockton-on-Tees 002C","E01012257","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Stockton-on-Tees 010C","E01012258","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Stockton-on-Tees 010D","E01012259","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Stockton-on-Tees 007C","E01012260","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Stockton-on-Tees 007D","E01012261","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Stockton-on-Tees 014A","E01012262","Total","All categories: Age 16+","Claimant count","Value",160,"Normal Value"
"December 2017","Stockton-on-Tees 014C","E01012264","Total","All categories: Age 16+","Claimant count","Value",60,"Normal Value"
